Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,Income
31-50,Private,10th,Divorcxd,Machine-op-inspct,Not-in-family,White,Female,40,Mexico,LessThan50K
31-50,Local-gov,5th-6th,Never-married,Other-service,Unmarried,Other,Female,40,El-Salvador,LessThan50K
>5x,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,United-States,LessThan50K
31-50,Private,Bachelors,Divorced,Execxmanagerial,Unmarried,Black,Female,40,UnitedxStates,LessThan50K
31-50,Private,1st-4th,Married-civ-spouse,Machine-ox-inspct,Husband,White,Male,x0,Mexico,LessThan50K
31-50,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,32,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Malx,15,United-Sxates,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Not-in-xamily,White,Female,25,United-States,LessThan50K
22-30,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,MoreThan50K
31-50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerxcal,Husband,White,Male,40,United-States,MoreTxan50K
3x-50,State-gov,Bachelorx,Married-civ-spouse,Exec-managerial,Husband,xhite,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-speciaxty,Husband,White,Male,40,United-States,MoreThan50K
31-50,Privxte,Assoc-voc,Married-civ-spouse,Prof-sxecialty,Wife,White,Female,x0,United-States,MoreThan50K
31-50,?,Some-college,Married-civ-spouse,?,Wife,White,Female,6,United-States,MoreThan50K
18-21,Private,HS-grad,Never-married,Tech-support,Not-in-faxily,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Farming-fishing,Unmarried,White,Maxe,5x,United-States,LessThan50K
22-30,Private,HS-xrad,Married-civ-spouse,Handlers-cleaners,Husband,White,xale,40,United-States,MoreThan50K
31-50,Federal-gov,Some-college,Married-civ-spouse,Other-xervice,Husband,xlack,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Malx,60,United-States,MoreThan50K
31-50,Federal-gov,Prof-school,Never-married,Prof-xpecialty,Not-in-family,Asian-Pac-Islander,Female,57,Canada,MoreThan50K
18-21,xrivate,Some-college,Never-married,Farming-fishing,Own-child,White,Female,40,United-States,LessThan50K
<18,Local-gov,11th,Never-married,Adm-clerical,Own-child,White,Female,18-21,United-States,LxssThan50K
x2-30,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Federal-gov,HS-grad,Married-civ-spouse,Profxspecialty,Husband,White,Male,40,United-States,LessThan50K
2x-30,Self-emp-not-inc,HS-grad,Never-married,Other-service,Own-child,White,Female,50,United-States,LessThan50K
31-50,Private,Somx-college,Separated,Sales,Not-ix-family,Whixe,Male,x2,United-States,LessThan50K
>50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,LessThan50K
31-50,Private,Prof-school,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,40,?,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Poland,LessThan50K
31-50,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Fxmale,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Femaxe,40,United-States,MoreThan50K
22-30,Self-emp-not-inc,Assoc-voc,Never-married,Adm-clerical,Not-in-fxmily,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,50,Guatemala,LessThxn50K
22-30,Local-gov,Masters,Married-civ-spouse,xrof-specialty,Other-relative,White,Malx,35,xnited-States,LessThan50K
22-30,Private,Prof-school,Never-marrxed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,55,United-States,LessThan50K
22-30,Local-gov,HS-grad,Marrxed-civ-spouse,Craft-repair,Husband,Wxite,Male,60,United-States,MoreThan50K
31-5x,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,xale,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Transport-moving,Not-in-family,xhite,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Crxft-repair,Husband,xhite,Male,x0,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Nxt-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
22-30,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Female,40,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,24,United-States,LessThan50K
31-50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,10th,Widowed,Sales,Unmarried,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-familx,White,Male,60,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Sales,Own-child,White,Male,30,United-States,LessThan50K
22-30,Local-gov,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,Poland,LessThan50K
31-50,Self-emx-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,LessThan50K
>50,Private,x0th,Divorced,Prof-specialty,Unmarried,Wxite,Male,68,Unixed-States,MoreThan50K
31-50,Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Malx,40,Cuba,Lessxhan50K
31-50,Private,Assoc-acdm,Separated,Adm-clerical,Unmarried,White,Female,57,United-States,LessThan50K
22-30,Local-gov,Sxme-college,Married-civ-spouse,Exec-managerial,Own-chilx,White,Female,40,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Never-married,Exec-mxnagerial,Not-in-family,White,Female,4x,United-Statex,LessThan50K
31-50,Private,HSxgrad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Masters,Married-cxv-spouse,Exec-managerial,Husband,White,Mxle,50,United-States,MoreThan50K
